MSA,Tract ID,White Alone,Black or African American alone,Asian alone,Family Households,Nonfamily Households,Household income: < 10k,Household income: 10-15k,Household income: 15-20k,Household income: 20-25k,Household income: 25-30k,Household income: 30-35k,Household income: 35-40k,Household income: 40-45k,Household income: 45-50k,Household income: 50-60k,Household income: 60-75k,Household income: 75-100k,Household income: 100-125k,Household income: 125-150k,Household income: 150-200k,Household income: > 200k,With wage or salary income,No wage or salary income,With self-employment income,No self-employment income,With interest dividends or net rental income,No interest dividends or net rental income,With Social Security income,No Social Security income,With Supplemental Security Income (SSI),No Supplemental Security Income (SSI),With public assistance income,No public assistance income,With cash public assistance or Food Stamps/SNAP,No cash public assistance or Food Stamps/SNAP,With retirement income,No retirement income,Per capita income (2010 dollars),Housing units,Occupancy status: Occupied,Occupancy status: Vacant,Housing tenure: Owner-occupied,Housing tenure: Renter-occupied,Median number of rooms,Median gross rent (dollars),Median value for owner-occupied housing
San Francisco-Oakland-Hayward,6001441100,2858,31,947,1153,406,15,77,32,29,48,109,0,60,38,69,154,154,198,183,245,148,1215,344,210,1349,492,1067,453,1106,16,1543,19,1540,19,1540,278,1281,37399,1708,1559,1559,1170,389,6,1518,649500
San Francisco-Oakland-Hayward,6001403100,188,246,648,183,356,131,48,0,49,25,38,0,28,24,12,89,12,25,31,15,12,398,141,36,503,124,415,67,472,45,494,32,507,32,507,22,517,23540,629,539,539,225,314,2.9,513,433200
San Francisco-Oakland-Hayward,6001438204,2600,184,1786,1336,516,79,116,63,97,114,42,183,40,58,114,285,233,187,62,137,42,1187,665,236,1616,500,1352,842,1010,88,1764,106,1746,106,1746,613,1239,23118,1951,1852,1852,1674,178,5.2,1583,166200
San Francisco-Oakland-Hayward,6001400700,1437,1742,452,688,1018,117,143,134,110,223,90,51,72,99,189,128,99,86,114,37,14,1210,496,250,1456,252,1454,377,1329,198,1508,65,1641,90,1616,313,1393,23467,2009,1706,1706,607,1099,4.3,1108,453500
San Francisco-Oakland-Hayward,6001423300,1256,1460,424,719,756,56,116,66,112,15,70,50,78,118,80,75,257,155,102,71,54,1052,423,262,1213,483,992,401,1074,71,1404,24,1451,71,1404,269,1206,32339,1641,1475,1475,825,650,4.6,1162,551100
San Francisco-Oakland-Hayward,6001438203,810,210,1976,926,309,0,16,33,0,69,51,23,53,72,136,177,239,139,51,99,77,1007,228,147,1088,440,795,448,787,99,1136,40,1195,51,1184,298,937,29731,1328,1235,1235,1056,179,5.5,1557,445300
San Francisco-Oakland-Hayward,6001408800,1112,2307,448,1153,470,321,259,151,178,136,37,123,76,91,48,84,32,67,4,16,0,1086,537,84,1539,89,1534,359,1264,206,1417,183,1440,360,1263,245,1378,10278,1848,1623,1623,504,1119,4.4,876,385000
San Francisco-Oakland-Hayward,6001407500,665,1408,305,770,541,221,102,185,105,49,111,42,153,94,30,100,73,21,25,0,0,948,363,224,1087,87,1224,278,1033,72,1239,205,1106,257,1054,234,1077,13859,1483,1311,1311,277,1034,4.1,847,408000
San Francisco-Oakland-Hayward,6001442000,795,0,2490,926,125,11,0,32,5,0,7,9,37,36,57,25,46,76,154,244,312,910,141,185,866,701,350,155,896,54,997,15,1036,16,1035,138,913,54467,1051,1051,1051,1007,44,7.4,1810,1000001
San Francisco-Oakland-Hayward,6001405902,837,458,1287,516,424,98,151,22,49,15,94,113,50,63,60,56,60,52,26,9,22,661,279,100,840,81,859,242,698,179,761,21,919,77,863,86,854,16994,1055,940,940,350,590,4.4,875,371800
San Francisco-Oakland-Hayward,6001405901,821,389,1334,783,293,132,69,92,9,99,42,110,40,86,160,158,40,21,18,0,0,811,265,111,965,80,996,191,885,141,935,143,933,165,911,122,954,12115,1216,1076,1076,236,840,4.3,878,558600
San Francisco-Oakland-Hayward,6001435602,2088,530,322,1033,382,77,31,48,192,14,68,224,0,0,154,241,165,103,64,34,0,1132,283,235,1180,102,1313,306,1109,123,1292,69,1346,97,1318,231,1184,18100,1692,1415,1415,444,971,4.3,1096,453000
San Francisco-Oakland-Hayward,6001435601,3249,321,403,1103,488,145,86,47,109,26,39,152,58,147,164,198,243,58,52,39,28,1268,323,203,1388,294,1297,195,1396,114,1477,145,1446,314,1277,212,1379,19785,1634,1591,1591,610,981,4.1,999,360400
San Francisco-Oakland-Hayward,6001435800,3564,117,1150,1245,359,16,57,21,25,80,45,22,47,95,162,258,288,272,102,85,29,1295,309,123,1481,303,1301,435,1169,42,1562,53,1551,94,1510,315,1289,24311,1641,1604,1604,1266,338,5.7,1599,460100
San Francisco-Oakland-Hayward,6001436900,2220,710,968,1447,338,58,42,88,174,120,123,68,103,124,121,256,217,99,139,50,3,1475,310,293,1492,302,1483,406,1379,84,1701,102,1683,164,1621,274,1511,18418,1968,1785,1785,737,1048,4.8,1072,521400
San Francisco-Oakland-Hayward,6001423400,1751,966,591,904,1017,120,153,124,172,85,127,111,135,101,133,212,197,84,63,72,32,1363,558,489,1432,396,1525,451,1470,88,1833,64,1857,133,1788,264,1657,24898,2174,1921,1921,754,1167,4,1127,573400
San Francisco-Oakland-Hayward,6001422800,3274,150,3415,201,1211,566,37,88,99,151,78,85,21,45,81,69,16,30,18,17,11,1043,369,98,1314,166,1246,10,1402,4,1408,0,1412,0,1412,33,1379,7906,1540,1412,1412,4,1408,3.1,1024,350000
San Francisco-Oakland-Hayward,6001407000,2188,1426,1794,1382,663,195,255,196,151,155,109,115,112,42,96,139,222,112,37,74,35,1526,519,258,1787,182,1863,424,1621,176,1869,99,1946,171,1874,170,1875,18319,2360,2045,2045,773,1272,4.3,985,359800
San Francisco-Oakland-Hayward,6001433700,1259,61,808,603,349,74,27,24,29,45,29,76,11,81,140,78,209,87,33,9,0,761,191,107,845,77,875,206,746,62,890,46,906,78,874,165,787,21580,1089,952,952,411,541,4.4,1056,385700
San Francisco-Oakland-Hayward,6001404200,2444,185,309,853,558,59,41,36,39,11,46,23,21,0,42,75,153,82,105,51,627,1097,314,365,1046,851,560,290,1121,0,1411,0,1411,0,1411,232,1179,78986,1473,1411,1411,1167,244,7.2,1605,949400
San Francisco-Oakland-Hayward,6001401100,2205,642,520,535,1479,242,216,114,129,115,75,91,152,111,102,120,273,118,82,49,25,1603,411,337,1677,385,1629,261,1753,126,1888,108,1906,142,1872,146,1868,28861,2218,2014,2014,400,1614,3.3,974,526800
San Francisco-Oakland-Hayward,6001442500,3251,78,2263,1626,444,45,93,22,92,46,54,35,59,43,197,258,481,182,235,180,48,1688,382,182,1888,643,1427,545,1525,83,1987,52,2018,85,1985,300,1770,27911,2264,2070,2070,1222,848,5.5,1253,547000
San Francisco-Oakland-Hayward,6001444602,1007,74,2279,1123,394,37,0,30,12,17,10,12,44,8,118,114,268,402,213,176,56,1418,99,152,1365,428,1089,216,1301,38,1479,40,1477,65,1452,135,1382,40350,1594,1517,1517,1084,433,4.6,1661,456300
San Francisco-Oakland-Hayward,6001444601,2163,371,1352,1221,175,21,38,16,13,105,28,35,106,49,86,135,201,210,167,171,15,1094,302,203,1193,260,1136,323,1073,30,1366,45,1351,53,1343,234,1162,28430,1492,1396,1396,1099,297,6.5,2001,593800
San Francisco-Oakland-Hayward,6001423100,2272,636,492,639,1163,237,172,82,63,142,76,59,29,102,96,150,158,175,97,148,16,1202,600,236,1566,515,1287,439,1363,148,1654,95,1707,164,1638,251,1551,31039,1939,1802,1802,657,1145,4,1058,596800
San Francisco-Oakland-Hayward,6001423902,1299,126,27,351,406,9,27,26,16,7,54,23,0,0,128,105,140,21,50,48,103,611,146,235,522,412,345,111,646,57,700,0,757,0,757,59,698,51630,783,757,757,348,409,5.1,1173,834900
San Francisco-Oakland-Hayward,6001433000,1843,253,1003,832,440,61,64,29,36,26,45,77,60,71,66,184,139,230,76,76,32,940,332,143,1129,488,784,292,980,25,1247,28,1244,62,1210,313,959,29014,1379,1272,1272,1027,245,5.6,1492,470200
San Francisco-Oakland-Hayward,6001423901,903,466,126,361,408,56,97,27,20,10,29,31,26,10,93,103,56,46,43,104,18,596,173,122,647,223,546,166,603,61,708,0,769,43,726,73,696,33640,832,769,769,388,381,4.9,907,460500
San Francisco-Oakland-Hayward,6001408500,1230,2165,215,970,475,149,170,94,80,36,167,72,36,143,176,78,195,40,0,0,9,1012,433,110,1335,122,1323,457,988,121,1324,134,1311,240,1205,287,1158,12959,1765,1445,1445,759,686,4.7,1074,371100
San Francisco-Oakland-Hayward,6001423700,2575,34,622,360,796,206,149,85,17,16,42,15,22,0,55,54,109,66,66,58,196,754,402,246,910,506,650,251,905,37,1119,33,1123,33,1123,139,1017,32608,1396,1156,1156,446,710,4.1,1096,1000001
San Francisco-Oakland-Hayward,6001404800,1113,697,540,487,815,121,121,75,74,70,0,55,29,18,12,101,214,95,64,150,103,877,425,312,990,470,832,310,992,122,1180,51,1251,87,1215,144,1158,44126,1353,1302,1302,746,556,4.6,870,671500
San Francisco-Oakland-Hayward,6001410200,170,1851,168,719,342,65,79,92,63,127,34,21,161,23,75,61,97,77,41,7,38,857,204,72,989,107,954,248,813,69,992,96,965,129,932,198,863,20311,1264,1061,1061,472,589,4.5,1076,298600
San Francisco-Oakland-Hayward,6001451701,2644,43,96,849,185,26,0,35,25,24,24,40,12,33,47,185,181,148,93,96,65,823,211,120,914,387,647,258,776,24,1010,5,1029,5,1029,284,750,33618,1049,1034,1034,791,243,6.1,1979,531100
San Francisco-Oakland-Hayward,6001451703,3258,114,529,1095,185,0,20,10,0,15,14,96,19,17,39,58,225,164,211,205,187,1036,244,194,1086,584,696,281,999,38,1242,10,1270,30,1250,349,931,41459,1336,1280,1280,1195,85,7.2,2001,618200
San Francisco-Oakland-Hayward,6001420200,1789,72,805,757,473,41,86,35,46,110,55,33,24,37,94,102,204,144,80,108,31,978,252,205,1025,524,706,154,1076,12,1218,0,1230,34,1196,100,1130,33783,1309,1230,1230,511,719,4.5,1304,612500
San Francisco-Oakland-Hayward,6001451704,3612,47,195,1134,463,19,0,30,88,49,56,58,57,0,85,85,186,288,211,244,141,1249,348,243,1354,560,1037,400,1197,25,1572,14,1583,14,1583,366,1231,42392,1653,1597,1597,1270,327,6.4,1155,621300
San Francisco-Oakland-Hayward,6001409900,1082,1650,174,779,562,40,24,57,21,3,39,34,7,22,74,105,224,155,186,174,176,1060,281,231,1110,591,750,508,833,0,1341,25,1316,35,1306,477,864,55643,1464,1341,1341,1240,101,6.1,2001,615300
San Francisco-Oakland-Hayward,6001406800,1638,704,937,804,581,127,20,107,25,42,46,4,28,53,162,82,191,228,56,82,132,1055,330,207,1178,542,843,271,1114,39,1346,41,1344,73,1312,258,1127,35083,1506,1385,1385,1001,384,4.9,1150,554300
San Francisco-Oakland-Hayward,6001981900,38,0,0,0,38,0,0,0,0,9,10,0,0,19,0,0,0,0,0,0,0,19,19,0,38,19,19,0,38,0,38,0,38,0,38,0,38,39082,38,38,38,0,38,2,1375,
San Francisco-Oakland-Hayward,6001435200,1818,1094,681,1002,343,34,41,37,58,68,29,91,30,10,146,92,270,147,140,84,68,1074,271,261,1084,544,801,303,1042,83,1262,32,1313,32,1313,287,1058,29564,1449,1345,1345,956,389,6.2,1434,553100
San Francisco-Oakland-Hayward,6001444302,1546,535,1000,956,287,61,13,13,95,58,80,49,42,38,41,192,253,89,0,147,72,985,258,314,929,135,1108,309,934,100,1143,71,1172,109,1134,166,1077,26018,1288,1243,1243,628,615,5.3,1184,562900
San Francisco-Oakland-Hayward,6001444301,1915,89,843,921,227,26,56,23,32,33,72,24,0,67,50,87,185,145,168,26,154,999,149,220,928,311,837,155,993,0,1148,56,1092,56,1092,190,958,29644,1185,1148,1148,883,265,6.2,1132,603800
San Francisco-Oakland-Hayward,6001430500,3307,1406,685,1367,564,54,159,10,12,52,110,57,138,121,137,236,298,194,136,162,55,1475,456,240,1691,502,1429,477,1454,38,1893,89,1842,148,1783,459,1472,27952,2126,1931,1931,1196,735,5.1,1163,559900
San Francisco-Oakland-Hayward,6001410100,832,1731,0,660,297,79,74,93,54,30,108,9,21,0,96,97,42,159,8,87,0,622,335,224,733,193,764,196,761,48,909,93,864,182,775,189,768,21895,1038,957,957,517,440,5.3,1179,445200
San Francisco-Oakland-Hayward,6013377000,3153,2214,174,1445,563,302,159,224,74,251,65,110,63,86,120,120,206,128,66,34,0,1555,453,227,1781,233,1775,442,1566,239,1769,274,1734,319,1689,224,1784,15208,2505,2008,2008,884,1124,4.1,1002,128300
San Francisco-Oakland-Hayward,6013990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
San Francisco-Oakland-Hayward,6013369001,3084,1666,1130,1322,1058,170,372,125,281,206,183,50,149,139,101,277,163,120,28,16,0,1468,912,179,2201,263,2117,921,1459,103,2277,23,2357,227,2153,476,1904,15881,2605,2380,2380,795,1585,3.8,933,260700
San Francisco-Oakland-Hayward,6013389100,1321,112,566,461,383,27,70,55,9,55,86,7,8,15,76,59,108,103,98,23,45,622,222,141,703,353,491,223,621,26,818,32,812,62,782,152,692,31549,910,844,844,389,455,4.6,1394,516200
San Francisco-Oakland-Hayward,6013369002,1246,397,337,664,390,44,103,76,18,12,103,27,49,21,32,153,171,140,31,59,15,798,256,313,741,248,806,306,748,114,940,44,1010,102,952,217,837,29048,1113,1054,1054,616,438,4.8,1074,413200
San Francisco-Oakland-Hayward,6013360200,2102,656,940,1171,559,77,123,103,33,78,105,49,56,68,132,224,234,160,157,87,44,1284,446,226,1504,513,1217,563,1167,66,1664,10,1720,23,1707,406,1324,28024,1945,1730,1730,1077,653,5.1,1086,422700
San Francisco-Oakland-Hayward,6013347000,5105,0,547,1910,383,36,0,86,0,40,0,0,55,28,119,152,195,211,111,408,852,1757,536,291,2002,1419,874,677,1616,46,2247,12,2281,34,2259,585,1708,76943,2306,2293,2293,2122,171,7.6,975,970700
San Francisco-Oakland-Hayward,6013390200,1262,0,288,455,313,7,10,34,6,0,11,16,18,16,23,103,77,107,99,133,108,590,178,236,532,477,291,238,530,14,754,0,768,0,768,167,601,57671,768,768,768,677,91,5.7,1766,628700
San Francisco-Oakland-Hayward,6013378000,2281,175,285,703,717,64,57,101,0,15,18,65,94,122,131,65,139,137,154,156,102,1052,368,332,1088,617,803,418,1002,56,1364,24,1396,56,1364,204,1216,47542,1913,1420,1420,890,530,5.1,1063,630500
San Francisco-Oakland-Hayward,6013345115,3613,29,1502,1529,171,0,14,0,0,0,56,0,19,27,50,85,163,212,137,348,589,1531,169,335,1365,845,855,223,1477,17,1683,11,1689,11,1689,183,1517,55785,1866,1700,1700,1602,98,7.5,,908200
San Francisco-Oakland-Hayward,6013345114,5434,0,601,1961,536,58,20,12,25,60,32,133,0,36,217,143,161,368,219,323,690,1824,673,498,1999,1397,1100,792,1705,61,2436,52,2445,52,2445,655,1842,63929,2556,2497,2497,2295,202,6.8,2001,850500
San Francisco-Oakland-Hayward,6013345116,1977,0,672,887,94,0,0,0,0,15,0,18,0,0,55,122,107,183,192,121,168,850,131,200,781,542,439,191,790,16,965,0,981,0,981,186,795,43941,981,981,981,807,174,6.8,2001,706000
San Francisco-Oakland-Hayward,6013345111,2820,19,2080,1488,410,15,0,0,39,31,54,40,26,12,91,181,337,437,133,206,296,1716,182,255,1643,927,971,190,1708,42,1856,17,1881,32,1866,267,1631,45108,2043,1898,1898,1193,705,5.7,1431,808300
San Francisco-Oakland-Hayward,6013382000,1880,3768,552,1465,982,300,298,47,201,84,155,95,84,125,115,235,498,68,142,0,0,1733,714,276,2171,288,2159,621,1826,232,2215,287,2160,446,2001,469,1978,19694,2817,2447,2447,927,1520,4.7,964,358100
San Francisco-Oakland-Hayward,6013345113,3216,0,896,1242,224,10,66,15,0,72,24,10,29,8,118,0,29,125,138,241,581,1248,218,278,1188,650,816,244,1222,0,1466,15,1451,15,1451,121,1345,65609,1504,1466,1466,1356,110,7.6,1981,901700
San Francisco-Oakland-Hayward,6013345112,3068,75,1906,1372,725,91,19,15,15,25,40,45,231,13,144,127,275,129,246,337,345,1733,364,362,1735,886,1211,329,1768,39,2058,13,2084,13,2084,218,1879,48664,2218,2097,2097,1141,956,5.3,1473,895300
San Francisco-Oakland-Hayward,6013348000,4006,0,444,1344,258,41,9,51,37,0,25,30,12,0,63,128,103,125,92,296,590,1143,459,349,1253,877,725,519,1083,20,1582,16,1586,16,1586,290,1312,79843,1680,1602,1602,1440,162,7.7,1914,1000001
San Francisco-Oakland-Hayward,6013376000,1837,1964,826,1177,621,252,266,179,150,185,80,79,72,66,171,109,107,25,41,16,0,1208,590,244,1554,114,1684,448,1350,267,1531,206,1592,292,1506,211,1587,12572,2211,1798,1798,697,1101,4.7,809,285700
San Francisco-Oakland-Hayward,6013352201,4385,12,815,1519,700,38,28,155,68,14,60,20,153,28,153,193,223,180,127,302,477,1732,487,346,1873,1327,892,656,1563,37,2182,0,2219,0,2219,490,1729,52823,2290,2219,2219,1734,485,6.6,1433,904300
San Francisco-Oakland-Hayward,6013301000,2689,23,165,804,595,153,160,46,156,35,61,105,10,48,79,101,198,42,64,83,58,743,656,137,1262,243,1156,613,786,57,1342,27,1372,69,1330,374,1025,27013,1769,1399,1399,1145,254,4.8,1168,293600
San Francisco-Oakland-Hayward,6013324002,3478,106,1230,1066,1444,148,157,114,99,101,73,149,18,57,228,321,360,184,253,110,138,2063,447,243,2267,675,1835,570,1940,63,2447,26,2484,38,2472,229,2281,38779,2600,2510,2510,809,1701,4,1372,574600
San Francisco-Oakland-Hayward,6013334200,6165,72,328,1822,895,82,154,164,44,27,64,74,78,38,121,162,140,318,398,267,586,1756,961,477,2240,1636,1081,902,1815,71,2646,0,2717,0,2717,549,2168,55657,2807,2717,2717,2008,709,6.4,2001,967500
San Francisco-Oakland-Hayward,6013324001,3382,65,607,710,1844,133,139,126,61,298,96,123,103,60,223,301,381,211,94,125,80,1866,688,266,2288,853,1701,644,1910,163,2391,20,2534,55,2499,388,2166,39012,2715,2554,2554,619,1935,3.3,1245,454300
San Francisco-Oakland-Hayward,6013338301,2111,0,610,883,129,10,0,20,30,0,12,11,51,0,7,61,217,91,39,117,346,682,330,230,782,627,385,334,678,8,1004,0,1012,0,1012,222,790,61018,1052,1012,1012,1007,5,7.9,,875400
San Francisco-Oakland-Hayward,6013315000,2356,261,424,835,378,7,28,21,11,48,8,30,67,23,39,155,312,189,115,86,74,1152,61,216,997,392,821,95,1118,39,1174,22,1191,40,1173,74,1139,36713,1263,1213,1213,1004,209,5.7,1632,427900
San Francisco-Oakland-Hayward,6013381000,1535,3239,158,1325,480,162,141,79,150,106,81,80,167,28,132,183,188,110,85,113,0,1324,481,309,1496,99,1706,554,1251,142,1663,284,1521,415,1390,463,1342,18779,2191,1805,1805,726,1079,4.6,1048,316700
San Francisco-Oakland-Hayward,6013312000,765,895,202,520,203,109,43,80,68,74,0,11,21,49,62,26,129,51,0,0,0,443,280,121,602,44,679,244,479,39,684,87,636,138,585,97,626,13869,815,723,723,313,410,4.9,969,352000
San Francisco-Oakland-Hayward,6013337300,4598,76,999,1881,391,27,31,13,93,42,57,52,76,72,144,121,287,363,169,322,403,1757,515,302,1970,1031,1241,625,1647,61,2211,7,2265,7,2265,548,1724,48651,2379,2272,2272,1799,473,6.9,1477,701300
San Francisco-Oakland-Hayward,6013314200,3310,278,196,1355,337,91,57,75,143,85,100,247,102,66,172,119,198,103,89,37,8,1301,391,322,1370,145,1547,355,1337,86,1606,73,1619,114,1578,284,1408,15176,1867,1692,1692,1228,464,5.3,1354,202300
San Francisco-Oakland-Hayward,6013345102,2872,163,637,1130,223,0,6,0,27,0,11,23,6,42,64,84,106,242,221,335,186,1208,145,262,1091,684,669,245,1108,53,1300,9,1344,9,1344,290,1063,49276,1377,1353,1353,1184,169,6.9,2001,670600
San Francisco-Oakland-Hayward,6013345103,3951,0,1014,1443,514,33,70,45,66,52,19,67,111,24,37,144,221,196,228,329,315,1449,508,272,1685,896,1061,653,1304,32,1925,10,1947,10,1947,514,1443,44502,2016,1957,1957,1483,474,6.6,1801,725100
San Francisco-Oakland-Hayward,6013345101,4030,170,1110,1441,584,36,64,18,25,129,22,73,62,34,88,242,334,270,240,230,158,1647,378,346,1679,867,1158,392,1633,48,1977,28,1997,28,1997,343,1682,39035,2158,2025,2025,1499,526,6,1407,635900
San Francisco-Oakland-Hayward,6013345105,4970,0,772,1697,408,23,0,15,42,25,144,95,17,87,65,140,237,254,261,305,395,1579,526,387,1718,952,1153,497,1608,0,2105,13,2092,22,2083,438,1667,48337,2171,2105,2105,1731,374,7.1,2001,796900
San Francisco-Oakland-Hayward,6013390100,1536,41,467,623,304,18,27,38,9,20,47,20,26,20,54,78,226,121,52,81,90,565,362,234,693,486,441,326,601,29,898,9,918,9,918,302,625,40558,938,927,927,729,198,6.1,1620,642100
San Francisco-Oakland-Hayward,6013345108,4899,187,1442,1794,1510,115,29,0,27,104,45,14,29,35,160,308,469,446,395,463,665,2906,398,415,2889,1491,1813,410,2894,19,3285,19,3285,19,3285,271,3033,62908,3473,3304,3304,2523,781,5.2,1800,669600
San Francisco-Oakland-Hayward,6013340001,4094,290,671,1272,1110,54,72,128,57,87,10,71,94,108,216,194,345,244,274,189,239,1925,457,449,1933,863,1519,546,1836,76,2306,0,2382,49,2333,356,2026,44762,2624,2382,2382,1326,1056,5,1316,590800
San Francisco-Oakland-Hayward,6013340002,5980,16,451,1809,1233,79,99,27,57,82,55,91,49,108,119,252,444,370,345,300,565,2455,587,599,2443,1683,1359,865,2177,24,3018,0,3042,0,3042,559,2483,56904,3096,3042,3042,2267,775,6,1610,727600
San Francisco-Oakland-Hayward,6013392000,1802,9,281,663,392,20,0,17,9,44,28,17,22,0,80,32,112,124,123,151,276,733,322,308,747,685,370,308,747,0,1055,0,1055,0,1055,303,752,68608,1134,1055,1055,948,107,6,2001,750800
San Francisco-Oakland-Hayward,6013307101,2470,449,246,1097,371,103,207,8,86,50,13,37,74,15,79,133,292,130,75,80,86,1058,410,134,1334,403,1065,448,1020,130,1338,90,1378,139,1329,457,1011,27200,1522,1468,1468,1029,439,6.2,1024,351300
San Francisco-Oakland-Hayward,6013307102,3050,234,106,1081,471,52,53,35,91,78,159,111,126,37,203,108,186,69,91,89,64,1242,310,160,1392,246,1306,390,1162,124,1428,76,1476,145,1407,297,1255,22877,1818,1552,1552,946,606,5,1289,245100
San Francisco-Oakland-Hayward,6013330000,3692,112,433,1417,456,21,0,47,36,135,52,100,53,31,156,272,359,324,126,127,34,1545,328,233,1640,578,1295,496,1377,106,1767,74,1799,108,1765,421,1452,27756,2044,1873,1873,1514,359,5.7,1743,422600
San Francisco-Oakland-Hayward,6013305000,3258,396,78,1217,757,202,109,146,74,194,111,157,186,89,61,272,257,33,16,0,67,1549,425,191,1783,151,1823,480,1494,253,1721,183,1791,318,1656,345,1629,18887,2443,1974,1974,551,1423,4.2,1045,294500
San Francisco-Oakland-Hayward,6013355114,5633,282,3782,2767,617,25,101,54,8,57,72,6,94,67,73,102,311,349,321,711,1033,3050,334,596,2788,1688,1696,372,3012,44,3340,65,3319,65,3319,316,3068,54169,3458,3384,3384,2786,598,6.9,1661,891400
San Francisco-Oakland-Hayward,6013303205,5738,332,677,2147,964,82,55,30,136,88,108,96,55,116,261,438,610,462,140,267,167,1884,1227,351,2760,1187,1924,1465,1646,55,3056,23,3088,35,3076,1220,1891,36877,3234,3111,3111,2683,428,6.1,1736,477500
San Francisco-Oakland-Hayward,6013303204,3100,160,118,1036,310,32,41,78,60,7,80,71,36,11,91,195,190,191,92,116,55,996,350,85,1261,173,1173,487,859,64,1282,0,1346,0,1346,363,983,27394,1459,1346,1346,1118,228,5.5,970,278900
San Francisco-Oakland-Hayward,6013303203,5194,482,867,1857,478,104,11,52,22,0,89,72,47,22,99,233,382,346,226,390,240,1723,612,422,1913,860,1475,706,1629,54,2281,59,2276,89,2246,623,1712,39102,2587,2335,2335,2053,282,7.4,1745,532000
San Francisco-Oakland-Hayward,6013303202,5338,382,391,1644,270,65,42,84,0,0,28,12,33,82,93,96,297,235,289,417,141,1677,237,323,1591,451,1463,261,1653,24,1890,28,1886,37,1877,324,1590,32442,2130,1914,1914,1786,128,7.4,2001,485400
San Francisco-Oakland-Hayward,6013303201,5713,1484,1182,2426,417,69,12,14,0,56,12,90,89,83,152,260,548,513,211,392,342,2654,189,309,2534,513,2330,331,2512,41,2802,34,2809,122,2721,203,2640,31371,3021,2843,2843,2235,608,6.9,1773,459300
San Francisco-Oakland-Hayward,6013313206,3256,925,536,1345,226,85,57,94,66,72,149,103,71,149,137,83,288,120,78,19,0,1256,315,186,1385,161,1410,366,1205,113,1458,44,1527,55,1516,371,1200,14452,1689,1571,1571,864,707,5.6,1246,305100
San Francisco-Oakland-Hayward,6013339001,2849,135,357,646,1204,95,99,8,57,271,61,107,78,79,243,233,300,44,89,57,29,1596,254,190,1660,468,1382,222,1628,0,1850,0,1850,42,1808,142,1708,31427,2055,1850,1850,135,1715,3.3,1273,437500
San Francisco-Oakland-Hayward,6013313204,2859,668,387,1411,296,68,44,86,106,126,72,48,67,26,154,131,302,212,92,131,42,1483,224,131,1576,188,1519,271,1436,11,1696,48,1659,170,1537,255,1452,24436,1887,1707,1707,1145,562,5.8,1071,398000
San Francisco-Oakland-Hayward,6013313205,925,84,354,447,87,28,0,0,0,0,46,48,13,0,15,70,63,156,61,0,34,450,84,190,344,152,382,77,457,34,500,7,527,7,527,162,372,33424,534,534,534,455,79,6.2,1739,366300
