MSA,Tract ID,White Alone,Black or African American alone,Asian alone,Family Households,Nonfamily Households,Household income: < 10k,Household income: 10-15k,Household income: 15-20k,Household income: 20-25k,Household income: 25-30k,Household income: 30-35k,Household income: 35-40k,Household income: 40-45k,Household income: 45-50k,Household income: 50-60k,Household income: 60-75k,Household income: 75-100k,Household income: 100-125k,Household income: 125-150k,Household income: 150-200k,Household income: > 200k,With wage or salary income,No wage or salary income,With self-employment income,No self-employment income,With interest dividends or net rental income,No interest dividends or net rental income,With Social Security income,No Social Security income,With Supplemental Security Income (SSI),No Supplemental Security Income (SSI),With public assistance income,No public assistance income,With cash public assistance or Food Stamps/SNAP,No cash public assistance or Food Stamps/SNAP,With retirement income,No retirement income,Per capita income (2010 dollars),Housing units,Occupancy status: Occupied,Occupancy status: Vacant,Housing tenure: Owner-occupied,Housing tenure: Renter-occupied,Median number of rooms,Median gross rent (dollars),Median value for owner-occupied housing
San Francisco-Oakland-Hayward,6013325000,4835,96,362,1377,744,58,49,58,73,63,13,103,116,91,185,255,230,203,99,251,274,1614,507,314,1807,1083,1038,491,1630,145,1976,27,2094,27,2094,559,1562,40775,2150,2121,2121,1483,638,5.7,1333,608100
San Francisco-Oakland-Hayward,6013352202,1818,29,393,692,261,34,26,20,11,8,30,21,22,20,9,65,131,154,110,111,181,691,262,207,746,569,384,335,618,11,942,0,953,0,953,201,752,58774,1005,953,953,712,241,5.9,2001,834200
San Francisco-Oakland-Hayward,6013384000,2123,371,938,1174,370,10,23,69,11,18,7,29,9,74,94,142,251,239,165,180,223,1233,311,284,1260,780,764,485,1059,10,1534,17,1527,17,1527,386,1158,48197,1659,1544,1544,1383,161,6.3,2001,656500
San Francisco-Oakland-Hayward,6013302010,7249,349,480,2485,301,6,103,54,107,79,0,105,219,55,120,237,439,520,198,283,261,2513,273,354,2432,669,2117,493,2293,145,2641,36,2750,36,2750,440,2346,29496,2938,2786,2786,2401,385,6.9,1665,397200
San Francisco-Oakland-Hayward,6013331000,5464,311,702,1740,922,76,50,94,133,99,112,132,80,127,399,244,460,187,168,226,75,2173,489,446,2216,672,1990,535,2127,34,2628,16,2646,34,2628,484,2178,29653,2769,2662,2662,1481,1181,5.3,1138,471700
San Francisco-Oakland-Hayward,6013361000,2502,566,847,1075,564,32,75,44,116,27,59,66,73,82,239,100,181,175,127,185,58,1398,241,302,1337,486,1153,341,1298,79,1560,54,1585,137,1502,225,1414,31520,1857,1639,1639,1000,639,4.9,1101,395500
San Francisco-Oakland-Hayward,6013388000,1460,223,542,668,433,37,0,47,44,86,45,21,79,11,47,127,166,107,145,127,12,951,150,173,928,448,653,204,897,70,1031,0,1101,0,1101,130,971,37453,1131,1101,1101,554,547,4.9,1404,508100
San Francisco-Oakland-Hayward,6013356001,1915,580,974,1026,185,17,16,24,31,12,7,61,35,15,172,148,252,80,105,140,96,1137,74,164,1047,235,976,228,983,29,1182,31,1180,55,1156,239,972,28794,1244,1211,1211,993,218,6.1,1555,446800
San Francisco-Oakland-Hayward,6013355109,3446,1117,857,1569,468,50,0,78,54,145,14,16,63,46,263,101,288,318,322,211,68,1678,359,281,1756,550,1487,517,1520,13,2024,16,2021,96,1941,507,1530,30906,2153,2037,2037,1888,149,6.9,2001,431400
San Francisco-Oakland-Hayward,6013355108,3913,2647,3177,3032,447,145,92,87,13,71,46,51,18,52,230,500,367,513,365,623,306,2651,828,535,2944,816,2663,687,2792,127,3352,111,3368,183,3296,546,2933,31152,3871,3479,3479,2864,615,7.8,2001,546600
San Francisco-Oakland-Hayward,6013355107,2639,643,532,1185,167,31,42,14,13,73,76,18,58,18,36,99,310,131,256,149,28,1199,153,221,1131,332,1020,239,1113,12,1340,25,1327,51,1301,209,1143,29818,1497,1352,1352,1196,156,7.7,1406,414300
San Francisco-Oakland-Hayward,6013367100,932,2261,984,1172,742,197,111,39,77,87,97,153,91,52,177,157,259,202,44,89,82,1422,492,177,1737,226,1688,501,1413,107,1807,140,1774,207,1707,513,1401,30270,2162,1914,1914,1013,901,4.2,916,389200
San Francisco-Oakland-Hayward,6013323000,3218,28,344,1213,418,35,50,17,67,48,53,21,38,54,63,237,181,287,192,136,152,1193,438,347,1284,640,991,420,1211,102,1529,31,1600,31,1600,318,1313,39915,1770,1631,1631,1368,263,6,1604,588600
San Francisco-Oakland-Hayward,6013370000,1651,537,613,859,320,16,21,11,60,108,23,24,51,22,82,181,158,191,85,43,103,899,280,319,860,359,820,304,875,28,1151,0,1179,11,1168,174,1005,31695,1227,1179,1179,845,334,5.7,1398,402700
San Francisco-Oakland-Hayward,6013380000,2262,1504,840,1259,1132,172,204,20,19,65,70,124,76,164,233,270,347,222,158,96,151,1883,508,352,2039,548,1843,458,1933,126,2265,62,2329,78,2313,225,2166,34804,2900,2391,2391,1148,1243,4.1,1244,425500
San Francisco-Oakland-Hayward,6013368002,1776,113,579,774,120,65,13,61,175,13,47,29,0,83,0,127,130,93,14,0,44,867,27,34,860,67,827,133,761,49,845,28,866,107,787,63,831,15305,991,894,894,379,515,4.3,1133,355900
San Francisco-Oakland-Hayward,6013303102,3859,577,395,1464,424,114,49,72,49,14,20,82,83,20,157,212,291,305,167,107,146,1630,258,221,1667,336,1552,356,1532,142,1746,38,1850,111,1777,276,1612,28374,2011,1888,1888,1333,555,6.6,1273,500900
San Francisco-Oakland-Hayward,6013368001,3352,355,195,1087,225,105,122,21,71,18,149,43,60,84,255,124,70,112,33,45,0,1062,250,233,1079,30,1282,266,1046,173,1139,82,1230,155,1157,104,1208,15410,1439,1312,1312,849,463,4.5,1113,239600
San Francisco-Oakland-Hayward,6013351200,5238,9,452,1615,398,27,51,0,72,53,26,49,37,53,85,132,194,156,139,239,700,1414,599,422,1591,1296,717,673,1340,18,1995,0,2013,0,2013,590,1423,62496,2026,2013,2013,1906,107,7.4,2001,1000001
San Francisco-Oakland-Hayward,6013359102,1969,947,1243,1205,518,37,73,33,107,87,17,100,144,25,155,196,319,126,178,120,6,1319,404,240,1483,453,1270,519,1204,125,1598,56,1667,56,1667,361,1362,25245,1933,1723,1723,1173,550,5.3,1369,428500
San Francisco-Oakland-Hayward,6013359105,1352,684,1706,1123,294,12,0,23,28,32,37,0,0,0,147,155,258,190,191,137,207,1309,108,92,1325,414,1003,277,1140,25,1392,0,1417,0,1417,242,1175,43417,1497,1417,1417,1275,142,6.1,2001,492100
San Francisco-Oakland-Hayward,6013359104,538,498,587,537,395,58,0,97,0,0,13,57,0,0,174,93,102,147,93,0,98,843,89,60,872,231,701,95,837,29,903,12,920,12,920,65,867,47110,985,932,932,771,161,4.5,1411,402000
San Francisco-Oakland-Hayward,6013355304,6174,117,901,2127,719,50,74,76,52,76,29,68,28,86,103,186,367,188,329,483,651,2293,553,473,2373,1288,1558,618,2228,111,2735,12,2834,29,2817,526,2320,51172,2985,2846,2846,2485,361,6.7,1529,649600
San Francisco-Oakland-Hayward,6013302006,2776,228,174,1035,166,20,15,0,15,78,42,80,0,47,39,171,200,215,146,67,66,1059,142,142,1059,253,948,189,1012,80,1121,34,1167,34,1167,129,1072,30085,1365,1201,1201,1102,99,6.4,1631,364500
San Francisco-Oakland-Hayward,6013302007,3266,436,227,1529,403,129,111,98,94,64,60,0,13,192,195,100,398,324,27,80,47,1566,366,118,1814,299,1633,456,1476,77,1855,91,1841,187,1745,225,1707,24211,2080,1932,1932,1195,737,5.8,1607,379100
San Francisco-Oakland-Hayward,6013302005,4556,247,366,1538,701,129,40,183,73,108,70,90,107,94,137,282,352,374,67,74,59,1712,527,282,1957,423,1816,570,1669,70,2169,55,2184,92,2147,367,1872,24415,2321,2239,2239,1687,552,5.8,935,333300
San Francisco-Oakland-Hayward,6013302008,4587,402,517,1616,290,27,139,24,35,64,198,97,4,132,90,88,255,252,230,151,120,1543,363,331,1575,267,1639,334,1572,68,1838,86,1820,124,1782,205,1701,26343,2132,1906,1906,1514,392,6.2,1127,417500
San Francisco-Oakland-Hayward,6013302009,1146,1912,555,1234,141,0,26,86,14,24,94,0,98,98,35,138,300,197,50,102,113,1328,47,66,1309,104,1271,305,1070,11,1364,45,1330,80,1295,124,1251,24019,1585,1375,1375,1007,368,6.9,1724,413500
San Francisco-Oakland-Hayward,6013350000,4269,53,641,1390,853,53,27,0,80,58,167,14,70,25,120,161,223,243,249,293,460,1748,495,604,1639,1211,1032,490,1753,16,2227,13,2230,27,2216,420,1823,60750,2408,2243,2243,1290,953,5,1325,942000
San Francisco-Oakland-Hayward,6013308001,5113,843,114,1922,356,106,118,118,31,89,65,27,109,37,339,298,373,300,99,83,86,1800,478,168,2110,398,1880,537,1741,123,2155,106,2172,293,1985,444,1834,24002,2573,2278,2278,1600,678,6.3,1600,348400
San Francisco-Oakland-Hayward,6013308002,2433,383,703,1128,153,0,33,0,30,20,0,11,8,32,111,148,269,247,122,198,52,1160,121,165,1116,335,946,241,1040,18,1263,33,1248,55,1226,162,1119,33279,1384,1281,1281,1129,152,7.1,1989,436200
San Francisco-Oakland-Hayward,6013366002,2342,631,993,1349,262,164,69,125,54,63,71,147,141,58,151,247,239,30,23,18,11,1269,342,302,1309,109,1502,298,1313,15,1596,94,1517,209,1402,131,1480,14472,1721,1611,1611,873,738,4.7,995,243800
San Francisco-Oakland-Hayward,6013385200,777,95,399,397,129,0,0,7,0,35,12,10,11,0,7,30,85,123,87,81,38,356,170,116,410,352,174,223,303,0,526,0,526,0,526,207,319,51030,574,526,526,503,23,6,,651300
San Francisco-Oakland-Hayward,6013366001,2513,482,1063,979,266,119,11,113,6,12,69,43,32,95,78,123,245,122,40,132,5,1029,216,180,1065,162,1083,336,909,63,1182,18,1227,73,1172,127,1118,20220,1309,1245,1245,726,519,5,1316,317600
San Francisco-Oakland-Hayward,6013336202,1967,294,138,1127,419,141,157,92,157,159,67,109,43,0,187,167,140,85,42,0,0,1252,294,181,1365,64,1482,170,1376,74,1472,50,1496,146,1400,67,1479,13686,1793,1546,1546,212,1334,3.7,1059,212200
San Francisco-Oakland-Hayward,6013336201,1615,19,177,749,295,18,79,11,66,62,16,16,21,116,61,134,141,164,65,74,0,827,217,188,856,280,764,237,807,38,1006,18,1026,18,1026,145,899,22298,1149,1044,1044,749,295,5.3,1591,391100
San Francisco-Oakland-Hayward,6013338302,4747,67,746,1645,503,0,37,48,18,71,48,34,70,73,134,104,195,288,274,233,521,1494,654,375,1773,1154,994,722,1426,0,2148,14,2134,14,2134,608,1540,58371,2174,2148,2148,2020,128,7.2,1500,855100
San Francisco-Oakland-Hayward,6013317000,1769,29,10,426,632,41,130,30,61,128,11,58,68,16,36,169,117,74,59,15,45,768,290,198,860,232,826,155,903,122,936,41,1017,77,981,125,933,34178,1114,1058,1058,522,536,4.2,1116,368900
San Francisco-Oakland-Hayward,6013338102,3021,24,554,966,375,50,27,0,19,0,29,36,19,52,148,118,153,275,180,104,131,1162,179,273,1068,506,835,320,1021,0,1341,22,1319,22,1319,135,1206,36800,1403,1341,1341,1077,264,6.5,2000,528200
San Francisco-Oakland-Hayward,6013355115,1288,138,1324,728,450,5,74,68,22,66,31,23,20,24,54,145,131,200,58,112,145,1123,55,116,1062,337,841,18,1160,5,1173,16,1162,51,1127,29,1149,39284,1208,1178,1178,452,726,4.6,1391,660100
San Francisco-Oakland-Hayward,6013353001,2900,81,364,1026,278,11,25,47,0,11,40,9,0,21,18,36,160,153,37,192,544,995,309,359,945,987,317,315,989,0,1304,11,1293,11,1293,235,1069,78801,1339,1304,1304,1228,76,7.3,1819,1000001
San Francisco-Oakland-Hayward,6013338101,2414,273,816,1093,470,106,152,76,144,41,190,54,43,79,108,154,207,142,37,13,17,1087,476,253,1310,354,1209,290,1273,72,1491,97,1466,97,1466,255,1308,21474,1853,1563,1563,1007,556,4.4,1225,294700
San Francisco-Oakland-Hayward,6013355110,2144,1368,207,1175,72,23,0,0,78,66,94,7,51,0,68,81,397,194,110,54,24,1115,132,65,1182,237,1010,87,1160,15,1232,0,1247,90,1157,263,984,23866,1255,1247,1247,849,398,6.9,1873,360800
San Francisco-Oakland-Hayward,6013355111,3235,1343,804,1516,354,70,130,88,17,51,57,64,0,25,143,101,361,269,163,148,183,1507,363,282,1588,185,1685,510,1360,105,1765,88,1782,145,1725,232,1638,29472,2029,1870,1870,1458,412,6.5,1620,461900
San Francisco-Oakland-Hayward,6013355112,4620,14,424,1730,222,29,0,0,31,14,0,9,14,0,36,67,142,232,147,358,873,1418,534,483,1469,1355,597,576,1376,50,1902,0,1952,0,1952,417,1535,82463,2124,1952,1952,1820,132,8,2001,1000001
San Francisco-Oakland-Hayward,6013355113,3125,347,1323,1485,117,0,15,11,0,0,0,12,59,0,35,84,147,216,168,350,505,1356,246,470,1132,1072,530,265,1337,51,1551,13,1589,13,1589,276,1326,71019,1831,1602,1602,1489,113,8.2,2001,1000001
San Francisco-Oakland-Hayward,6013355200,1695,538,2672,1482,266,13,27,8,54,22,74,9,80,76,191,284,141,266,96,248,159,1610,138,226,1522,349,1399,238,1510,35,1713,38,1710,52,1696,175,1573,31789,2184,1748,1748,1204,544,6.7,1395,454900
San Francisco-Oakland-Hayward,6013387000,1090,125,1029,630,439,77,78,58,38,10,50,38,56,9,70,107,152,145,116,15,50,815,254,158,911,451,618,263,806,13,1056,43,1026,104,965,232,837,40067,1134,1069,1069,652,417,4.8,1397,435900
San Francisco-Oakland-Hayward,6013375000,2308,507,102,956,175,75,54,96,90,115,95,20,108,28,18,140,130,108,26,28,0,1010,121,226,905,20,1111,164,967,71,1060,11,1120,148,983,97,1034,13394,1335,1131,1131,415,716,4.4,1043,327100
San Francisco-Oakland-Hayward,6013320003,1933,103,296,738,292,88,0,0,0,0,64,25,14,0,45,94,172,210,108,122,88,867,163,123,907,458,572,115,915,0,1030,0,1030,0,1030,160,870,42123,1098,1030,1030,996,34,6.2,1264,524300
San Francisco-Oakland-Hayward,6013320001,2575,180,276,876,367,68,125,98,110,38,73,16,53,30,81,91,137,98,101,107,17,930,313,211,1032,265,978,315,928,48,1195,5,1238,51,1192,229,1014,24426,1279,1243,1243,757,486,5.5,1227,501000
San Francisco-Oakland-Hayward,6013320004,4356,234,645,1747,723,20,57,42,126,111,0,33,27,77,277,425,277,397,156,210,235,2144,326,317,2153,774,1696,388,2082,38,2432,52,2418,52,2418,408,2062,42553,2634,2470,2470,1736,734,5.7,1432,495100
San Francisco-Oakland-Hayward,6013355306,4353,9,104,1318,449,15,28,15,11,31,30,62,89,59,124,110,192,187,194,325,295,1334,433,344,1423,725,1042,627,1140,0,1767,0,1767,0,1767,494,1273,50620,1767,1767,1767,1619,148,7.3,1733,703700
San Francisco-Oakland-Hayward,6013389200,870,282,766,375,417,20,70,27,41,57,65,89,28,30,49,70,117,34,81,9,5,654,138,143,649,232,560,97,695,92,700,53,739,61,731,54,738,24935,815,792,792,71,721,3.9,1229,480800
San Francisco-Oakland-Hayward,6013386000,1153,654,688,842,599,83,91,92,118,99,98,17,83,85,150,166,124,120,14,42,59,1110,331,251,1190,303,1138,383,1058,66,1375,68,1373,99,1342,214,1227,30148,1482,1441,1441,390,1051,4,1203,473300
San Francisco-Oakland-Hayward,6013327000,5238,254,419,1443,1335,138,120,135,232,129,236,241,129,99,224,359,297,262,98,79,0,2170,608,281,2497,609,2169,851,1927,82,2696,84,2694,195,2583,536,2242,24747,2985,2778,2778,2006,772,5,1044,135400
San Francisco-Oakland-Hayward,6013353002,3206,32,448,1146,276,8,0,29,18,33,10,0,43,28,27,114,157,162,77,218,498,1045,377,405,1017,916,506,474,948,39,1383,0,1422,0,1422,309,1113,77528,1505,1422,1422,1344,78,7.7,1462,1000001
San Francisco-Oakland-Hayward,6013391000,1967,20,323,664,410,27,10,12,11,25,10,8,11,26,78,80,133,139,118,144,242,737,337,357,717,672,402,308,766,0,1074,0,1074,0,1074,324,750,62685,1138,1074,1074,947,127,6.6,1667,818500
San Francisco-Oakland-Hayward,6013321200,3204,124,1556,1172,1123,329,65,17,53,94,100,117,88,75,260,239,236,233,184,123,82,1681,614,375,1920,428,1867,352,1943,39,2256,29,2266,75,2220,167,2128,30769,2398,2295,2295,1245,1050,4.8,1294,446900
San Francisco-Oakland-Hayward,6013352102,4013,0,627,1408,338,8,12,24,34,24,6,42,63,20,46,123,171,195,200,289,489,1255,491,415,1331,1003,743,523,1223,24,1722,0,1746,0,1746,486,1260,65270,1791,1746,1746,1610,136,7.2,2001,1000001
San Francisco-Oakland-Hayward,6013352101,3010,241,439,645,136,38,27,19,18,0,9,0,0,0,9,45,49,108,62,91,306,515,266,188,593,573,208,251,530,10,771,0,781,0,781,212,569,35211,811,781,781,720,61,7.6,2001,1000001
San Francisco-Oakland-Hayward,6013306004,2277,370,50,770,371,155,55,61,62,23,24,83,177,13,70,76,229,13,11,36,53,819,322,49,1092,188,953,356,785,92,1049,19,1122,103,1038,195,946,21416,1264,1141,1141,591,550,5.2,1222,378100
San Francisco-Oakland-Hayward,6013306002,1723,399,82,858,223,53,0,64,50,26,68,73,50,60,100,125,156,53,62,111,30,825,256,169,912,343,738,332,749,56,1025,47,1034,63,1018,262,819,26038,1140,1081,1081,863,218,5.9,1593,285700
San Francisco-Oakland-Hayward,6013306003,2913,581,29,1095,488,109,33,144,84,138,74,101,102,36,194,212,138,75,18,80,45,1108,475,145,1438,430,1153,572,1011,93,1490,47,1536,103,1480,306,1277,20578,1828,1583,1583,898,685,5.4,1076,310000
San Francisco-Oakland-Hayward,6013359103,2649,675,1200,1472,354,96,31,24,95,22,42,26,62,102,123,198,547,48,202,140,68,1367,459,383,1443,393,1433,423,1403,76,1750,54,1772,69,1757,508,1318,30991,2051,1826,1826,1322,504,5.5,1144,431600
San Francisco-Oakland-Hayward,6013351103,1918,0,28,538,805,0,24,85,61,38,46,28,67,16,109,192,220,201,117,57,82,244,1099,75,1268,988,355,1196,147,0,1343,0,1343,0,1343,781,562,59878,1444,1343,1343,1277,66,5,1200,562500
San Francisco-Oakland-Hayward,6013359202,3433,130,1191,1639,449,28,11,26,28,107,77,21,74,107,122,280,355,365,166,196,125,1703,385,351,1737,819,1269,658,1430,72,2016,62,2026,62,2026,581,1507,33003,2223,2088,2088,1854,234,6.3,1917,517900
San Francisco-Oakland-Hayward,6013359203,2561,1371,2365,1992,381,96,81,152,134,26,50,97,83,45,167,284,432,286,210,72,158,1906,467,274,2099,489,1884,611,1762,139,2234,66,2307,233,2140,591,1782,29385,2373,2373,2373,1746,627,5.7,1610,426000
San Francisco-Oakland-Hayward,6013359204,1143,586,2306,1221,162,46,0,16,47,9,50,10,16,22,143,119,163,137,277,191,137,1198,185,179,1204,517,866,275,1108,45,1338,14,1369,23,1360,268,1115,36281,1483,1383,1383,1187,196,6.3,1348,531000
San Francisco-Oakland-Hayward,6013360102,2008,588,1162,1316,243,69,21,17,21,42,44,48,0,0,48,170,205,128,296,232,218,1173,386,328,1231,677,882,591,968,43,1516,0,1559,0,1559,583,976,46428,1579,1559,1559,1527,32,7.3,344,605200
San Francisco-Oakland-Hayward,6013360101,3011,506,894,1174,528,40,31,86,53,49,0,84,82,46,65,113,409,210,103,103,228,1196,506,264,1438,588,1114,737,965,158,1544,55,1647,74,1628,523,1179,36859,1794,1702,1702,1410,292,6.2,1953,534000
San Francisco-Oakland-Hayward,6013351102,3429,0,129,613,2255,91,120,334,313,234,184,238,172,181,234,197,233,104,128,38,67,535,2333,241,2627,1815,1053,2483,385,39,2829,0,2868,0,2868,1625,1243,43905,3087,2868,2868,2595,273,4.7,1572,255200
San Francisco-Oakland-Hayward,6013357000,2730,32,205,697,790,18,52,37,79,57,34,51,19,36,63,261,275,276,48,96,85,1185,302,345,1142,541,946,360,1127,26,1461,23,1464,23,1464,280,1207,42172,1658,1487,1487,1056,431,5.2,973,443400
San Francisco-Oakland-Hayward,6013332000,6511,101,599,2209,688,179,58,94,105,120,84,47,105,132,187,340,394,287,265,363,137,2298,599,246,2651,1015,1882,902,1995,106,2791,96,2801,165,2732,752,2145,32212,2949,2897,2897,2160,737,5.7,1701,442900
San Francisco-Oakland-Hayward,6013346102,5033,46,454,1798,122,0,54,17,32,9,7,0,23,31,34,137,222,190,108,236,820,1507,413,552,1368,1117,803,523,1397,54,1866,0,1920,11,1909,392,1528,85729,2048,1920,1920,1847,73,8.4,2001,1000001
San Francisco-Oakland-Hayward,6013346101,2962,9,387,1123,182,18,11,16,18,8,52,9,18,25,49,141,76,133,145,245,341,1044,261,289,1016,803,502,438,867,0,1305,25,1280,34,1271,324,981,63897,1332,1305,1305,1226,79,7.3,2001,872700
San Francisco-Oakland-Hayward,6013371000,2645,676,812,1174,773,137,39,114,125,78,64,165,92,85,160,257,177,232,86,103,33,1563,384,266,1681,483,1464,365,1582,86,1861,21,1926,57,1890,213,1734,26541,2120,1947,1947,1276,671,4.8,1228,377300
San Francisco-Oakland-Hayward,6013341000,4007,279,353,1185,888,0,9,59,75,71,92,51,29,71,233,161,265,131,94,303,429,1667,406,372,1701,1025,1048,521,1552,27,2046,8,2065,17,2056,315,1758,59841,2115,2073,2073,1467,606,5.4,1372,848300
San Francisco-Oakland-Hayward,6013383000,2883,459,1266,1109,984,151,94,101,121,168,49,156,70,122,162,239,183,196,93,137,51,1369,724,413,1680,637,1456,528,1565,51,2042,26,2067,31,2062,300,1793,29204,2171,2093,2093,1138,955,4.6,1188,457000
San Francisco-Oakland-Hayward,6013356002,2607,864,1373,1528,480,32,22,50,27,0,55,42,29,53,169,203,268,316,79,212,451,1670,338,345,1663,848,1160,384,1624,63,1945,36,1972,87,1921,367,1641,47781,2045,2008,2008,1664,344,6.9,1970,602100
San Francisco-Oakland-Hayward,6013336101,1884,248,306,920,443,83,9,156,49,129,118,82,91,125,162,172,80,38,44,25,0,1216,147,144,1219,99,1264,178,1185,43,1320,66,1297,149,1214,119,1244,16344,1688,1363,1363,242,1121,3.9,1069,378600
San Francisco-Oakland-Hayward,6013336102,3623,498,752,1364,1242,69,211,93,141,255,237,249,265,120,213,252,401,49,26,11,14,2296,310,382,2224,212,2394,250,2356,169,2437,114,2492,207,2399,143,2463,18068,2799,2606,2606,545,2061,3.8,1082,227500
San Francisco-Oakland-Hayward,6013337200,4740,68,801,1760,1277,141,104,156,211,202,241,181,70,97,295,194,414,324,225,120,62,2261,776,470,2567,937,2100,852,2185,132,2905,79,2958,166,2871,454,2583,30862,3227,3037,3037,2181,856,4.9,1271,320500
San Francisco-Oakland-Hayward,6013304002,1059,82,0,388,102,0,0,0,32,36,0,0,8,0,32,149,90,127,8,0,8,417,73,143,347,183,307,49,441,0,490,0,490,0,490,87,403,31114,561,490,490,423,67,6.7,1375,650400
San Francisco-Oakland-Hayward,6013367200,1645,793,1438,1091,429,94,99,9,155,115,90,67,57,44,118,156,171,134,118,60,33,1194,326,169,1351,156,1364,307,1213,101,1419,72,1448,84,1436,298,1222,21186,1650,1520,1520,945,575,4.9,934,416500
San Francisco-Oakland-Hayward,6013310000,1969,1070,574,1153,369,199,44,69,68,46,42,131,157,54,100,118,298,98,10,88,0,1259,263,170,1352,116,1406,301,1221,175,1347,94,1428,238,1284,108,1414,16413,1800,1522,1522,853,669,5.5,1099,311900
San Francisco-Oakland-Hayward,6013345203,4831,58,662,1660,902,79,38,65,17,59,98,59,68,85,81,216,318,211,190,336,642,1838,724,476,2086,1434,1128,754,1808,33,2529,0,2562,0,2562,468,2094,65189,2656,2562,2562,1934,628,6.6,1571,1000001
San Francisco-Oakland-Hayward,6013345202,5132,605,1646,2072,1246,45,86,17,32,70,104,14,34,112,252,234,478,524,359,548,409,2892,426,438,2880,1534,1784,503,2815,33,3285,15,3303,30,3288,537,2781,49407,3408,3318,3318,1945,1373,5.3,1601,695300
San Francisco-Oakland-Hayward,6013373000,2214,570,441,918,244,111,15,110,157,100,65,54,118,24,74,134,66,67,49,9,9,938,224,103,1059,95,1067,241,921,118,1044,32,1130,129,1033,93,1069,14362,1267,1162,1162,675,487,4.6,940,336300
San Francisco-Oakland-Hayward,6013345204,3420,0,131,1075,251,82,34,12,21,0,0,50,25,0,10,116,148,108,76,152,492,875,451,345,981,855,471,386,940,21,1305,0,1326,0,1326,190,1136,72581,1326,1326,1326,1312,14,8,2001,1000001
San Francisco-Oakland-Hayward,6013322000,4836,316,497,1636,853,59,19,59,49,139,68,42,75,98,126,129,365,284,237,432,308,1861,628,377,2112,987,1502,776,1713,112,2377,27,2462,49,2440,629,1860,46489,2628,2489,2489,1801,688,5.7,1725,627300
San Francisco-Oakland-Hayward,6013321101,5196,110,550,1793,748,140,52,101,55,128,67,54,51,83,74,214,441,388,195,290,208,1965,576,359,2182,963,1578,886,1655,54,2487,16,2525,111,2430,464,2077,40945,2592,2541,2541,2037,504,5.8,1256,523100
San Francisco-Oakland-Hayward,6013321102,5322,46,767,1832,962,119,98,92,15,70,27,45,45,116,144,244,388,323,528,215,325,2135,659,429,2365,1079,1715,749,2045,82,2712,72,2722,98,2696,642,2152,45996,2844,2794,2794,2566,228,6.2,1924,588300
San Francisco-Oakland-Hayward,6013321103,3719,238,475,1391,421,65,63,32,70,43,28,33,80,45,147,143,248,303,141,180,191,1434,378,272,1540,796,1016,512,1300,27,1785,51,1761,69,1743,472,1340,39752,1922,1812,1812,1449,363,6.6,1306,641800
San Francisco-Oakland-Hayward,6013385100,1593,80,598,715,366,25,16,41,40,14,25,67,44,21,62,64,110,116,83,149,204,671,410,296,785,752,329,466,615,41,1040,13,1068,13,1068,370,711,57619,1150,1081,1081,959,122,6.6,2001,762000
San Francisco-Oakland-Hayward,6013354002,5726,36,366,1892,585,54,84,52,0,0,64,16,83,17,62,138,87,194,130,444,1052,1551,926,430,2047,1822,655,1027,1450,63,2414,19,2458,19,2458,531,1946,96721,2566,2477,2477,2205,272,7.4,1286,1000001
San Francisco-Oakland-Hayward,6013329000,3976,231,483,1494,850,48,130,38,13,162,113,147,108,146,276,340,352,164,158,81,68,1885,459,387,1957,584,1760,564,1780,23,2321,38,2306,45,2299,361,1983,28585,2400,2344,2344,1372,972,5.2,1299,417700
San Francisco-Oakland-Hayward,6013372000,2535,937,1014,1759,606,208,75,94,24,28,38,169,91,115,231,327,441,325,129,62,8,1909,456,266,2099,506,1859,507,1858,119,2246,27,2338,70,2295,442,1923,23220,2512,2365,2365,1769,596,4.9,1323,356100
San Francisco-Oakland-Hayward,6013355301,5550,229,1151,2306,542,20,16,28,84,78,14,88,36,85,202,207,364,426,429,344,427,2273,575,328,2520,903,1945,675,2173,67,2781,49,2799,119,2729,706,2142,47861,2912,2848,2848,2473,375,6.5,1774,623200
San Francisco-Oakland-Hayward,6013316000,1163,428,135,72,323,46,177,16,24,0,0,19,26,0,34,13,40,0,0,0,0,196,199,6,389,13,382,81,314,140,255,0,395,45,350,0,395,7970,509,395,395,40,355,3.4,582,602900
San Francisco-Oakland-Hayward,6013335000,2980,13,292,940,327,21,39,36,44,27,65,10,77,72,113,131,295,46,203,58,30,995,272,193,1074,495,772,405,862,48,1219,44,1223,96,1171,208,1059,32746,1322,1267,1267,991,276,5.3,1552,454100
San Francisco-Oakland-Hayward,6013363000,3482,1820,1018,1930,723,108,28,113,69,163,92,106,229,174,84,275,499,250,80,239,144,2168,485,375,2278,605,2048,620,2033,89,2564,43,2610,172,2481,485,2168,28548,2828,2653,2653,1667,986,5.1,1400,429000
San Francisco-Oakland-Hayward,6013313101,2670,1100,1121,1610,1065,123,218,105,268,156,208,88,82,196,433,197,236,121,97,128,19,1922,753,221,2454,437,2238,838,1837,149,2526,28,2647,171,2504,656,2019,22957,2992,2675,2675,1389,1286,5,1147,299800
San Francisco-Oakland-Hayward,6013313103,3618,1524,853,1820,565,99,45,40,86,94,17,128,191,107,227,257,265,369,180,174,106,1980,405,409,1976,410,1975,558,1827,65,2320,88,2297,88,2297,525,1860,27688,2523,2385,2385,1572,813,6.2,1284,443600
